SampleID,Injectivity 10,Injectivity 15,Injectivity 20,Injectivity 25,Injectivity 30,Injectivity 35,Injectivity 40
train3266,0.933333333333,0.965517241379,0.958333333333,1.0,1.0,0.951388888889,0.987577639752
train3267,2.6,2.3125,1.875,1.83333333333,1.77777777778,1.7380952381,1.80434782609
train3264,1.0,0.352112676056,0.344827586207,0.552795031056,0.807228915663,1.04093567251,1.03977272727
train3265,1.1,1.66666666667,1.69230769231,2.38709677419,2.45945945946,3.0,2.82352941176
train3262,0.818181818182,0.770833333333,0.536082474227,0.452054794521,0.457627118644,0.489583333333,0.495192307692
train3263,1.0,0.95,0.962962962963,0.970588235294,0.95,0.959183673469,0.933333333333
train3260,1.07692307692,1.04255319149,1.15217391304,1.04347826087,1.1,1.11165048544,1.10416666667
train3261,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train6085,1.1,1.11111111111,1.15384615385,0.973684210526,0.94,1.0303030303,1.0
train6084,1.36363636364,1.4,1.22222222222,0.982456140351,0.986111111111,1.04819277108,1.05607476636
train6087,1.2,1.2,1.15,1.06451612903,0.947368421053,0.94,0.883333333333
train6086,1.0,0.769230769231,0.75,0.866666666667,0.770491803279,0.857142857143,0.829545454545
train6081,0.8,0.925925925926,0.888888888889,0.915254237288,0.987654320988,0.990825688073,1.04580152672
train6080,0.785714285714,0.892857142857,1.08695652174,1.0375,0.939655172414,0.963414634146,0.975490196078
train3268,0.923076923077,0.904761904762,0.928571428571,1.02380952381,1.03921568627,1.04615384615,1.07894736842
train3269,0.928571428571,0.954545454545,1.03333333333,1.25,1.05357142857,1.08955223881,1.0
valid2593,1.1,0.941176470588,0.958333333333,0.837837837838,0.833333333333,0.888888888889,0.855072463768
train2799,0.882352941176,0.9,0.923076923077,1.02173913043,1.08474576271,1.11267605634,1.07142857143
train2798,0.941176470588,0.918918918919,1.07272727273,0.931818181818,1.0,0.993197278912,0.932642487047
valid2592,1.25,1.10344827586,1.48717948718,1.44444444444,1.95384615385,2.68055555556,3.03448275862
train2795,0.5,0.5,0.538461538462,0.5625,0.59649122807,0.584615384615,0.616438356164
train2794,0.4,0.36,0.365079365079,0.38961038961,0.411111111111,0.441176470588,0.426086956522
train2797,1.25,1.22222222222,1.16666666667,1.1,1.11428571429,1.09756097561,1.06382978723
train2796,1.0,0.95,0.690909090909,0.338129496403,0.238683127572,0.197333333333,0.204225352113
train2791,0.526315789474,0.555555555556,0.583333333333,0.590909090909,0.615384615385,0.677966101695,0.701492537313
train2790,1.0,1.0,0.863636363636,0.938461538462,1.05063291139,1.0,1.01428571429
train2793,2.0,2.0,2.0,2.0,1.70588235294,1.28571428571,1.0625
train2792,0.769230769231,0.75,0.88,0.969696969697,0.934782608696,1.01851851852,0.953125
valid2590,1.08333333333,1.08333333333,1.19444444444,1.06451612903,1.07228915663,1.07207207207,1.06802721088
valid2597,0.833333333333,0.941176470588,1.04347826087,1.16129032258,1.21052631579,1.125,1.27272727273
valid2596,0.909090909091,1.0,1.0,1.12,1.13333333333,1.11428571429,1.15
valid2595,1.07692307692,1.0,1.0,0.983606557377,0.918604651163,0.969696969697,0.943089430894
valid2594,0.833333333333,0.833333333333,0.913043478261,0.862068965517,0.941176470588,0.925,0.955555555556
train6083,1.08333333333,1.0,1.1875,1.27906976744,1.05084745763,0.973333333333,1.0
train6082,1.2,1.05555555556,1.06451612903,1.0,1.03278688525,1.19230769231,1.05555555556
train1686,0.916666666667,0.9,1.0,0.978723404255,1.0,0.951807228916,1.0
train1687,3.6,3.46666666667,3.35,3.15384615385,3.0625,2.94736842105,2.84444444444
train1684,0.5,0.607142857143,0.969696969697,1.23684210526,1.27906976744,1.25,1.22641509434
train1685,1.0,0.925925925926,0.981818181818,1.0,1.1,0.974025974026,1.02094240838
train1682,1.0,1.2,1.0,1.16666666667,1.18421052632,1.26666666667,1.28846153846
train1683,0.6875,0.818181818182,0.793103448276,0.882352941176,0.9,0.851063829787,0.903846153846
train1680,1.27272727273,1.2,1.21951219512,1.11594202899,1.23913043478,1.18939393939,1.13966480447
train1681,0.923076923077,1.19047619048,0.933333333333,0.930555555556,0.760683760684,0.539215686275,0.438127090301
train1688,1.3,0.958333333333,0.469696969697,0.360655737705,0.368055555556,0.361963190184,0.396648044693
train1689,1.33333333333,0.961538461538,0.973684210526,0.913793103448,1.0,0.967032967033,0.930434782609
train32148,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train32149,0.647058823529,0.615384615385,0.617647058824,0.604651162791,0.607843137255,0.6,0.602941176471
train32144,0.909090909091,0.947368421053,1.03846153846,0.918918918919,1.04761904762,0.80701754386,0.782608695652
train32145,3.81818181818,3.9375,3.68181818182,3.0625,3.13513513514,3.0,2.84615384615
train32146,1.08333333333,1.44444444444,1.41666666667,1.37931034483,1.4,1.31707317073,1.33333333333
train32147,1.18181818182,1.11764705882,1.03448275862,1.0,0.95,0.945945945946,1.04761904762
train32140,1.1,1.0,1.04166666667,1.02777777778,1.08163265306,0.917808219178,0.966292134831
train32141,0.392857142857,0.435897435897,0.510204081633,0.559322033898,0.661538461538,0.584415584416,0.658536585366
train32142,0.916666666667,0.941176470588,1.04347826087,1.06060606061,1.02173913043,0.969230769231,1.01298701299
train32143,1.35714285714,0.9375,1.14285714286,1.05454545455,1.04285714286,0.966292134831,1.0
train2139,3.9,5.61111111111,3.72727272727,3.44186046512,3.41176470588,2.91044776119,2.5487804878
train2138,1.0,1.05882352941,1.2,1.11428571429,0.414414414414,0.627659574468,0.507142857143
train2131,1.07142857143,1.25,1.08333333333,0.982456140351,1.0375,1.07,0.985507246377
train2130,1.42857142857,2.08333333333,3.21052631579,3.25396825397,2.63529411765,2.17117117117,1.99212598425
train2133,1.2,1.1875,1.06060606061,1.22222222222,1.15151515152,0.7,0.578947368421
train2132,0.611111111111,0.305084745763,0.285714285714,0.271929824561,0.3,0.295302013423,0.301775147929
train2135,1.15384615385,1.2380952381,1.24324324324,1.3125,1.3,1.24096385542,1.35106382979
train2134,1.13333333333,1.125,1.32258064516,1.36363636364,1.42307692308,0.988372093023,0.616352201258
train2137,0.647058823529,0.615384615385,0.647058823529,0.666666666667,0.673469387755,0.727272727273,0.6875
train2136,1.78571428571,2.27272727273,3.42424242424,4.53846153846,4.16326530612,4.0701754386,3.47945205479
train30436,0.916666666667,0.478260869565,0.416666666667,0.323353293413,0.277992277992,0.243553008596,0.246943765281
train30437,1.08333333333,0.833333333333,0.482142857143,0.299065420561,0.346405228758,0.467455621302,0.637931034483
train30434,1.25,1.22222222222,1.26086956522,1.24137931034,1.23529411765,1.25641025641,1.19565217391
train30435,1.0,0.863636363636,0.837837837838,0.877192982456,0.85393258427,0.948717948718,0.937931034483
train1538,2.0,2.0,1.85714285714,1.77777777778,1.64705882353,1.625,1.55319148936
train1539,0.923076923077,1.03846153846,1.02222222222,1.19672131148,1.08695652174,1.09836065574,1.0736196319
train30430,1.33333333333,1.29411764706,1.36363636364,1.28571428571,1.33333333333,1.25,1.23913043478
train30431,0.611111111111,0.592592592593,0.657142857143,0.9,1.11111111111,1.26,1.27272727273
train1534,1.42857142857,1.53846153846,1.91666666667,1.98076923077,2.45614035088,2.0243902439,1.58333333333
train1535,1.07692307692,1.04347826087,0.891891891892,0.92,0.915492957746,1.0,0.930434782609
train1536,1.05555555556,1.06451612903,1.03921568627,1.0,1.0412371134,0.991803278689,0.971223021583
train1537,0.714285714286,0.426470588235,0.262068965517,0.291208791209,0.338235294118,0.383928571429,0.415637860082
train1530,0.611111111111,0.653846153846,0.647058823529,0.666666666667,0.734693877551,0.833333333333,0.949152542373
train1531,1.75,1.47368421053,1.38461538462,1.53333333333,1.31578947368,1.37209302326,1.32653061224
train1532,1.07142857143,1.03703703704,1.0,0.916666666667,1.06329113924,0.970873786408,1.04132231405
train1533,0.928571428571,0.909090909091,0.914285714286,0.979591836735,0.941176470588,0.965517241379,0.939655172414
train7561,1.09090909091,1.05263157895,1.10344827586,1.1,1.09803921569,1.02898550725,0.936170212766
train7560,1.07692307692,1.05263157895,1.03225806452,0.975609756098,0.967213114754,0.893333333333,0.89010989011
train7563,1.0,0.894736842105,0.933333333333,0.909090909091,0.96875,1.02409638554,1.06363636364
train7562,1.0,0.92,1.04651162791,1.11111111111,1.00900900901,0.974522292994,1.01990049751
train7565,1.18181818182,1.26315789474,1.17073170732,1.01282051282,1.22580645161,1.11278195489,1.16564417178
train7564,1.0,1.0,1.03571428571,1.0,0.962962962963,0.955223880597,0.858695652174
train7567,0.857142857143,0.923076923077,1.12820512821,1.08620689655,1.02380952381,1.02,1.0157480315
train7566,1.0,1.1,1.03703703704,0.926829268293,0.877551020408,0.951612903226,1.04166666667
train7569,0.833333333333,0.9,1.03571428571,0.944444444444,0.984375,1.0,0.955752212389
train7568,1.0,1.0,1.0,1.0,1.0,1.0,1.0
valid3125,0.916666666667,0.95652173913,0.923076923077,1.03389830508,1.04819277108,1.0,0.980263157895
valid3124,0.555555555556,0.615384615385,0.676470588235,0.642857142857,0.66,0.655172413793,0.651515151515
valid3127,1.54545454545,1.38888888889,1.14814814815,0.923076923077,0.82,0.754098360656,0.772727272727
valid3126,1.0,1.0,1.0,1.0,1.03225806452,1.02777777778,1.0243902439
valid3121,2.33333333333,2.94444444444,3.09090909091,2.92857142857,3.0,3.0,2.71739130435
valid3120,1.0,1.05,0.925,0.918032786885,0.883720930233,0.889830508475,0.936170212766
valid3123,1.09090909091,1.28571428571,1.12,1.21333333333,1.21359223301,1.03821656051,1.04977375566
valid3122,0.909090909091,1.0625,1.04761904762,1.15384615385,1.45454545455,1.325,1.32
