SampleID,Kendall tau,Kendall tau p,Mann Whitney,Mann Whitney p,Kruskal,Kruskal p
train3266,0.238166065653,2.45604706622e-16,136452.0,0.211238453191,0.643575877043,0.422418878877
train3267,0.140178092202,8.61667373818e-11,434980.0,0.032370837014,3.41170349036,0.064735587287
train3264,-0.0167018061198,0.264283637174,1682694.0,1.50549433591e-16,66.7962891081,3.01064327395e-16
train3265,0.8476979618,0.0,1169166.0,0.405162365703,0.057613221332,0.810308904534
train3262,0.0308794966774,0.220880880496,141451.5,7.18098998161e-44,191.582944152,1.43488097001e-43
train3263,-0.0219715812557,0.299621272687,308990.0,5.74704341292e-48,210.355865075,1.14875242e-47
train3260,0.0422864584641,0.153423054591,126536.5,0.227601773488,0.557821367589,0.45513938089
train3261,0.55204374822,0.0,10894158.0,0.0,2308.20733402,0.0
train6085,-0.300783407611,7.73435401934e-246,14552050.5,6.54426145208e-05,14.6290180034,0.0001308836392
train6084,-0.142094493763,1.07443761206e-07,173577.0,0.000329639652152,11.6012074955,0.000659090122319
train6087,-0.529349705632,0.0,7825543.5,8.46372238636e-07,22.9156227177,1.69270490138e-06
train6086,-0.000334977678686,0.978247991272,4312579.5,0.308017928322,0.251486290888,0.616030473341
train6081,-0.0242498199238,0.0172161230536,8665573.5,1.0275901082e-06,22.5427975593,2.05513597091e-06
train6080,0.038279443426,0.149359626475,191075.5,0.0644095501525,2.30691094493,0.128799791003
train3268,0.000733228379108,0.973891030153,335333.0,1.52966372449e-08,30.6700360245,3.05851926859e-08
train3269,0.261343971272,4.75437401214e-32,375726.0,0.000708116610384,10.1848225251,0.00141601349547
valid2593,0.634063432999,4.16975028957e-206,516753.5,0.0336929787391,3.34570772599,0.0673804972774
train2799,0.00422437498277,0.907872346493,51998.5,0.0287416304395,3.60930285917,0.0574572004982
train2798,0.14631577868,3.06669317981e-20,1547277.5,0.323756080426,0.209066176122,0.647500312091
valid2592,-0.0748630700552,1.16504626495e-16,13763624.5,2.14565163241e-11,43.4763171057,4.29121516386e-11
train2795,-0.0804943152076,8.10554357529e-05,396599.0,7.67074926426e-36,154.819337559,1.53346620668e-35
train2794,0.0219791796483,0.0706953792867,4299861.0,0.000348211393942,11.498820112,0.000696403823619
train2797,0.0285684184475,0.20072082796,336520.0,2.39020843323e-10,38.7655280703,4.77893352153e-10
train2796,-0.0794890567833,4.2177924455e-11,4506741.5,0.00339142686837,7.32962878705,0.00678270606621
train2791,-0.191160635621,5.33788130554e-15,260703.0,0.0128711094544,4.9735227395,0.0257381750294
train2790,-0.0525534844291,0.0704767862588,139735.0,0.442998853217,0.0205838328204,0.885918474447
train2793,0.0193956551865,0.014135947226,131456.0,0.0,10569.1105044,0.0
train2792,-0.457700521226,2.45601325924e-103,487456.0,0.359938833863,0.12863805855,0.719848346748
valid2590,0.0831790668398,0.0041973868471,137358.5,0.267551626195,0.384815598963,0.535037210573
valid2597,0.507028624647,0.0,8272743.5,0.388542730273,0.0801591497801,0.777081851756
valid2596,0.273476296899,4.70744757759e-217,16311605.0,5.64579681011e-08,28.1388852847,1.12914253467e-07
valid2595,0.431443882763,5.59482649531e-105,596234.0,0.00136033008174,8.98612406798,0.00272037395715
valid2594,-0.439054193561,3.38797027487e-131,825173.0,1.6194481269e-09,35.0349516683,3.23839987469e-09
train6083,0.196608071785,3.34059231037e-11,121244.5,0.0384807596744,3.12830463737,0.0769437187725
train6082,0.00507659684532,0.711872579633,2668288.0,0.0109135340433,5.25956670428,0.0218264520853
train1686,0.406160906337,0.0,22995505.0,0.00112047899073,9.3409102039,0.00224094196127
train1687,0.00452299436091,0.697144387368,5296752.0,0.0474349721451,2.78975621936,0.0948686586499
train1684,0.0189542556046,0.378983609216,1371.0,0.0,1494.25913745,0.0
train1685,5.72194431686e-05,0.997110347806,1369152.0,2.57361150087e-13,52.1481972766,5.14660779527e-13
train1682,-0.500801813101,7.96289272423e-295,2812959.0,0.183192796343,0.815905487337,0.366380031419
train1683,-0.60710294161,1.38189348952e-40,19402.0,0.000379208136946,11.3429367926,0.000757354623835
train1680,-0.0985224350556,8.41708322886e-17,4745247.0,1.87215909039e-05,16.9968406101,3.74420697822e-05
train1681,0.00323975811363,0.819272574691,2399847.0,0.114937991766,1.44165681326,0.229871420137
train1688,0.749480209712,0.0,1367615.5,5.84392438448e-11,41.5167422995,1.16865778898e-10
train1689,-0.11365027814,1.85981896345e-46,22780398.0,4.11801649217e-18,73.895620125,8.23588460682e-18
train32148,-0.99281401991,0.0,3391548.0,4.83984607781e-286,1304.912014,9.67773533684e-286
train32149,0.0102505470548,0.207188924181,21362461.0,3.59117125126e-09,33.4848169782,7.18224769068e-09
train32144,-0.203289793041,1.32389832997e-66,3870568.0,2.04758271676e-64,285.797702504,4.09469546466e-64
train32145,-0.0673960194621,0.00057656104626,628020.0,0.00133403773993,9.02178826022,0.00266780264965
train32146,-0.373750239004,9.07319733956e-110,978912.0,2.6964128199e-26,111.184329682,5.39170261523e-26
train32147,0.705679481958,1.85589156786e-134,148702.5,0.43151085129,0.0297992668408,0.862946481583
train32140,0.294401944697,1.0569179655e-182,9061831.0,0.399247423171,0.0651780576475,0.798491448878
train32141,-0.0507733682109,3.66284757837e-05,3813909.0,2.04281117557e-15,61.6583201619,4.0853719091e-15
train32142,-0.1899682969,4.57736606489e-55,4447594.0,0.0949353658504,1.7186397853,0.18986822864
train32143,-0.181612354912,6.02769654438e-13,204280.5,1.46842613665e-08,30.7495311802,2.93574761262e-08
train2139,0.0104695751951,0.664126908416,291008.0,0.326290424585,0.202713712626,0.652539274508
train2138,0.307439994904,1.47039358281e-215,10076184.5,1.39501607583e-06,21.9558312072,2.78997901069e-06
train2131,0.114868896652,2.2319009264e-09,711497.0,0.145080316109,1.1189375918,0.290147332943
train2130,0.00697494175974,0.83537698046,78441.0,0.407273241056,0.0550930478836,0.814426775438
train2133,-0.327546355371,2.05442317454e-124,2563954.0,0.000211374395411,12.4289414279,0.000422731441385
train2132,-0.0402408651431,1.01343741056e-07,29477044.0,0.00175760583697,8.51868108393,0.0035151915652
train2135,0.0064880598158,0.722797978321,884686.5,0.451383866419,0.0149306310663,0.902747784514
train2134,0.116997649424,5.70041851816e-32,10041542.0,0.248995376214,0.459221186668,0.497988177677
train2137,0.237344760397,1.0992555621e-17,163542.0,0.151147733343,1.06422325881,0.302253930161
train2136,-0.0393995749498,0.00169071505283,3949281.0,0.23697137457,0.51278041052,0.473937708458
train30436,0.00491112065539,0.775151153018,991606.0,8.23843005322e-10,36.3515605116,1.64747248928e-09
train30437,-0.18827033104,3.52908776338e-121,21364392.0,1.22940414636e-22,94.4936843241,2.45875639267e-22
train30434,-0.0214422088785,0.19091844453,1362054.0,0.340944714194,0.168022297503,0.681875468762
train30435,-0.259916263236,2.37892746578e-32,397008.0,0.00291281864843,7.60370045617,0.00582486309193
train1538,-0.0020661749841,0.903400259838,411916.0,8.42039364509e-222,1009.3308849,1.68297318892e-221
train1539,0.011838639254,0.589235668593,424791.0,0.307671730867,0.252510322815,0.615313002458
train30430,-0.587792945699,1.58306517793e-161,339973.0,9.76754549751e-21,85.8382453178,1.95272721459e-20
train30431,-0.11254898094,3.47772581394e-06,219351.0,1.40518758243e-16,66.9329622348,2.80898637206e-16
train1534,-0.0100378591441,0.664729678866,195520.0,5.40830060439e-54,237.986498776,1.08080220575e-53
train1535,0.0609342624144,2.88506329932e-15,25085968.0,1.99033902504e-26,111.785885153,3.98059744787e-26
train1536,-0.0775537906065,0.00838503972239,116153.0,0.000134803432502,13.2713172787,0.000269497773112
train1537,-0.00723002543362,0.80531437873,115960.0,3.5123421731e-05,15.8050095719,7.02163520631e-05
train1530,-0.0211306729554,0.287620392369,531759.0,2.09547598801e-12,48.0335039692,4.18997949039e-12
train1531,-0.0134620827801,0.0894464988946,21947440.0,1.77510828321e-37,162.304139486,3.55012289857e-37
train1532,0.0369450874196,0.095759768237,398416.5,0.123606896138,1.33908450405,0.247195482297
train1533,-0.063348179503,0.0217123410266,154319.5,0.0009914622437,9.56580787131,0.00198234942801
train7561,0.722639018407,3.07791793503e-215,326935.0,0.00731360607843,5.96106940113,0.0146251676568
train7560,0.014712575763,0.329233211306,1877068.5,0.130199277066,1.26666866399,0.260392567796
train7563,-0.0514791553543,2.85151007325e-11,27492712.5,0.347766738885,0.153161686252,0.695532064209
train7562,0.244853145515,1.57164591746e-25,328257.5,0.440523014409,0.0224089626424,0.881004279089
train7565,0.0669474455124,3.71804515013e-09,5857416.5,0.119928058144,1.38145360596,0.239853700497
train7564,0.141623215516,3.32196181482e-32,4665662.0,0.0355440928033,3.25773917329,0.0710870729968
train7567,0.0959812617477,0.000354429619574,186584.5,0.213532360799,0.630918906938,0.427018453056
train7566,-0.161349687046,2.06890985187e-30,2370024.5,0.000230154770011,12.2700349131,0.000460289659523
